FrameIndex,Block,Trial,AbsTime,HeadDeltaX,HeadDeltaY,HeadDeltaZ,GazeCorrX,GazeCorrY,IsBlink
0,0,0,2026-06-17 16:30:10.803,0.0002,-0.0001,0.0001,0.0736,-0.1004,0
1,0,0,2026-06-17 16:30:10.825,0.0006,-0.0002,0.0002,0.0719,-0.0994,0
2,0,0,2026-06-17 16:30:10.836,0.0007,-0.0002,0.0002,0.0719,-0.0993,0
3,0,0,2026-06-17 16:30:10.858,0.0009,-0.0001,0.0003,0.0708,-0.0960,0
4,0,0,2026-06-17 16:30:10.869,0.0011,-0.0001,0.0003,0.0708,-0.0960,0
5,0,0,2026-06-17 16:30:10.891,0.0013,0.0001,0.0004,0.0709,-0.0962,0
6,0,0,2026-06-17 16:30:10.903,0.0015,0.0002,0.0004,0.0697,-0.0962,0
7,0,0,2026-06-17 16:30:10.924,0.0017,0.0003,0.0005,0.0695,-0.0972,0
8,0,0,2026-06-17 16:30:10.936,0.0017,0.0006,0.0005,0.0696,-0.0972,0
9,0,0,2026-06-17 16:30:10.958,0.0018,0.0010,0.0004,0.0673,-0.1160,0
10,0,0,2026-06-17 16:30:10.969,0.0019,0.0012,0.0004,0.0674,-0.1161,0
11,0,0,2026-06-17 16:30:10.992,0.0020,0.0014,0.0004,0.0588,-0.1666,0
12,0,0,2026-06-17 16:30:11.002,0.0019,0.0014,0.0000,0.0586,-0.1665,0
13,0,0,2026-06-17 16:30:11.024,0.0020,0.0016,-0.0003,0.0599,-0.1665,0
14,0,0,2026-06-17 16:30:11.035,0.0019,0.0017,-0.0006,0.0603,-0.1663,0
15,0,0,2026-06-17 16:30:11.059,0.0018,0.0020,-0.0011,0.0544,-0.1648,0
16,0,0,2026-06-17 16:30:11.069,0.0015,0.0021,-0.0019,0.0543,-0.1647,0
17,0,0,2026-06-17 16:30:11.091,0.0013,0.0021,-0.0031,0.0567,-0.1653,0
