FrameIndex,Block,Trial,AbsTime,HeadDeltaX,HeadDeltaY,HeadDeltaZ,GazeCorrX,GazeCorrY,IsBlink
0,0,0,2026-06-17 17:55:55.205,0.0000,0.0000,0.0000,0.0000,0.0000,0
1,0,0,2026-06-17 17:55:55.215,0.0001,0.0000,0.0000,0.0000,-0.0001,0
2,0,0,2026-06-17 17:55:55.236,0.0001,0.0000,0.0000,0.0000,0.0000,0
3,0,0,2026-06-17 17:55:55.258,0.0002,-0.0001,0.0000,0.0000,0.0002,0
4,0,0,2026-06-17 17:55:55.269,0.0002,-0.0001,0.0001,0.0000,0.0002,0
5,0,0,2026-06-17 17:55:55.291,0.0002,-0.0001,0.0002,-0.0003,0.0006,0
6,0,0,2026-06-17 17:55:55.303,0.0002,-0.0001,0.0002,-0.0004,0.0008,0
7,0,0,2026-06-17 17:55:55.325,0.0002,-0.0001,0.0003,-0.0005,0.0011,0
8,0,0,2026-06-17 17:55:55.336,0.0002,-0.0002,0.0003,-0.0006,0.0012,0
9,0,0,2026-06-17 17:55:55.359,0.0002,-0.0002,0.0004,-0.0007,0.0012,0
10,0,0,2026-06-17 17:55:55.369,0.0002,-0.0002,0.0004,-0.0007,0.0012,0
11,0,0,2026-06-17 17:55:55.391,0.0002,-0.0003,0.0005,-0.0006,0.0013,0
12,0,0,2026-06-17 17:55:55.404,0.0001,-0.0003,0.0005,-0.0006,0.0014,0
13,0,0,2026-06-17 17:55:55.415,0.0001,-0.0003,0.0005,-0.0005,0.0014,0
14,0,0,2026-06-17 17:55:55.437,0.0000,-0.0003,0.0005,-0.0002,0.0015,0
15,0,0,2026-06-17 17:55:55.458,0.0000,-0.0002,0.0004,0.0000,0.0013,0
16,0,0,2026-06-17 17:55:55.469,0.0000,-0.0002,0.0004,0.0000,0.0012,0
17,0,0,2026-06-17 17:55:55.492,0.0000,-0.0001,0.0004,0.0000,0.0008,0
18,0,0,2026-06-17 17:55:55.504,0.0000,-0.0001,0.0004,0.0000,0.0008,0
19,0,0,2026-06-17 17:55:55.515,0.0000,-0.0001,0.0003,-0.0001,0.0008,0
20,0,0,2026-06-17 17:55:55.537,0.0001,-0.0001,0.0002,-0.0003,0.0006,0
21,0,0,2026-06-17 17:55:55.558,0.0001,0.0000,0.0002,-0.0005,0.0002,0
22,0,0,2026-06-17 17:55:55.570,0.0001,0.0000,0.0002,-0.0007,0.0002,0
23,0,0,2026-06-17 17:55:55.581,0.0001,0.0001,0.0001,-0.0006,0.0001,0
24,0,0,2026-06-17 17:55:55.604,0.0002,0.0001,0.0001,-0.0006,-0.0002,0
25,0,0,2026-06-17 17:55:55.625,0.0002,0.0001,0.0001,-0.0006,-0.0003,0
26,0,0,2026-06-17 17:55:55.636,0.0002,0.0002,0.0001,-0.0006,-0.0004,0
27,0,0,2026-06-17 17:55:55.648,0.0002,0.0002,0.0001,-0.0006,-0.0005,0
28,0,0,2026-06-17 17:55:55.670,0.0003,0.0002,0.0001,-0.0004,-0.0006,0
29,0,0,2026-06-17 17:55:55.680,0.0003,0.0002,0.0001,-0.0004,-0.0006,0
30,0,0,2026-06-17 17:55:55.704,0.0003,0.0002,0.0001,-0.0002,-0.0005,0
31,0,0,2026-06-17 17:55:55.726,0.0004,0.0002,0.0001,-0.0003,-0.0005,0
32,0,0,2026-06-17 17:55:55.737,0.0005,0.0002,0.0000,-0.0002,-0.0005,0
